Código;Posto;Mês/Ano;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Acumulado
480;Recife - PCD;mar/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);abr/2017;0.0;0.0;232.0;0.0;25.0;0.0;39.0;0.0;24.0;32.0;114.0;0.0;556.0;213.0;67.0;0.0;504.0;0.0;19.0;0.0;0.0;0.0;91.0;0.0;87.0;0.0;0.0;12.0;9.0;196.0;;115113
196;Recife (Codecipe / Santo Amaro);abr/2017;0.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;220.0;233.0;373.0;;120.0;43.0;0.0;450.0;0.0;2.0;17.0;0.0;0.0;160.0;0.0;0.0;0.0;0.0;0.0;9.0;350.0;;31096
344;Recife (Lamepe/Itep);abr/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);abr/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);abr/2017;0.0;241.0;392.0;4.0;50.0;69.0;112.0;0.0;2.0;48.0;52.0;114.0;616.0;114.0;122.0;0.0;414.0;0.0;12.0;0.0;0.0;0.0;288.0;12.0;0.0;0.0;0.0;26.0;2.0;227.0;;136579
480;Recife - PCD;abr/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mai/2017;61.0;0.0;334.0;18.0;0.0;15.0;259.0;0.0;248.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;121.0;55.0;65.0;0.0;26.0;205.0;0.0;0.0;235.0;705.0;0.0;127.0;115113
196;Recife (Codecipe / Santo Amaro);mai/2017;;21.0;312.0;2.0;0.0;33.0;224.0;54.0;609.0;21.0;1.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;52.0;50.0;70.0;0.0;164.0;329.0;70.0;;;;10.0;700.0;31096
344;Recife (Lamepe/Itep);mai/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mai/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mai/2017;44.0;6.0;600.0;14.0;2.0;84.0;197.0;81.0;171.0;58.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;160.0;54.0;156.0;0.0;46.0;291.0;10.0;0.0;496.0;729.0;22.0;730.0;136579
480;Recife - PCD;mai/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jun/2017;23.0;7.0;0.0;231.0;118.0;209.0;0.0;42.0;92.0;97.0;61.0;0.0;69.0;68.0;63.0;362.0;0.0;87.0;197.0;74.0;34.0;35.0;29.0;355.0;29.0;51.0;0.0;203.0;403.0;457.0;;115113
196;Recife (Codecipe / Santo Amaro);jun/2017;226.0;42.0;12.0;73.0;120.0;280.0;0.0;42.0;110.0;238.0;216.0;0.0;68.0;70.0;92.0;460.0;26.0;120.0;60.0;24.0;22.0;;44.0;410.0;120.0;20.0;0.0;250.0;785.0;1030.0;;31096
344;Recife (Lamepe/Itep);jun/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jun/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jun/2017;339.0;70.0;26.0;83.0;36.0;494.0;10.0;67.0;63.0;284.0;61.0;17.0;192.0;77.0;154.0;473.0;6.0;110.0;102.0;35.0;144.0;54.0;56.0;482.0;316.0;66.0;30.0;212.0;404.0;407.0;;136579
480;Recife - PCD;jun/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jul/2017;198.0;29.0;97.0;118.0;125.0;259.0;15.0;185.0;51.0;87.0;0.0;89.0;0.0;88.0;0.0;8.0;0.0;79.0;16.0;98.0;831.0;284.0;224.0;38.0;26.0;9.0;73.0;252.0;263.0;9.0;23.0;115113
196;Recife (Codecipe / Santo Amaro);jul/2017;190.0;48.0;150.0;59.0;80.0;86.0;100.0;70.0;60.0;204.0;0.0;62.0;0.0;154.0;16.0;0.0;46.0;10.0;62.0;690.0;302.0;680.0;60.0;20.0;54.0;2.0;120.0;85.0;690.0;14.0;22.0;31096
344;Recife (Lamepe/Itep);jul/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jul/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jul/2017;233.0;143.0;70.0;103.0;190.0;294.0;118.0;142.0;142.0;207.0;8.0;34.0;2.0;58.0;34.0;20.0;75.0;18.0;10.0;263.0;816.0;421.0;107.0;85.0;168.0;23.0;112.0;649.0;178.0;101.0;38.0;136579
480;Recife - PCD;jul/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);ago/2017;138.0;0.0;17.0;0.0;0.0;0.0;12.0;0.0;6.0;0.0;7.0;0.0;0.0;55.0;0.0;0.0;0.0;142.0;87.0;0.0;38.0;13.0;118.0;13.0;0.0;82.0;186.0;56.0;11.0;21.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);ago/2017;168.0;56.0;31.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;10.0;50.0;0.0;0.0;6.0;261.0;166.0;0.0;0.0;80.0;150.0;0.0;22.0;150.0;;320.0;2.0;5.0;0.0;31096
344;Recife (Lamepe/Itep);ago/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);ago/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);ago/2017;78.0;153.0;72.0;0.0;0.0;0.0;56.0;4.0;14.0;0.0;0.0;0.0;14.0;23.0;0.0;0.0;0.0;98.0;217.0;18.0;0.0;30.0;88.0;12.0;2.0;112.0;100.0;0.0;0.0;0.0;0.0;136579
480;Recife - PCD;ago/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);set/2017;0.0;0.0;28.0;10.0;0.0;32.0;0.0;87.0;0.0;53.0;0.0;77.0;16.0;34.0;43.0;24.0;69.0;27.0;0.0;21.0;11.0;0.0;53.0;0.0;0.0;29.0;0.0;19.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);set/2017;0.0;0.0;72.0;8.0;0.0;17.0;6.0;112.0;15.0;10.0;0.0;60.0;14.0;41.0;20.0;0.0;34.0;2.0;8.0;;0.0;0.0;20.0;8.0;100.0;11.0;25.0;0.0;0.0;0.0;;31096
344;Recife (Lamepe/Itep);set/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);set/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);set/2017;0.0;4.0;70.0;20.0;0.0;32.0;14.0;56.0;58.0;31.0;6.0;60.0;70.0;27.0;20.0;58.0;36.0;46.0;12.0;103.0;34.0;0.0;0.0;18.0;4.0;10.0;7.0;18.0;24.0;0.0;;136579
480;Recife - PCD;set/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);out/2017;0.0;0.0;0.0;0.0;16.0;32.0;0.0;0.0;67.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;32.0;0.0;84.0;0.0;132.0;0.0;38.0;0.0;0.0;0.0;0.0;99.0;115113
196;Recife (Codecipe / Santo Amaro);out/2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;51.0;0.0;10.0;86.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31096
344;Recife (Lamepe/Itep);out/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);out/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);out/2017;2.0;0.0;0.0;6.0;50.0;16.0;6.0;16.0;80.0;12.0;16.0;6.0;0.0;2.0;0.0;0.0;70.0;32.0;14.0;80.0;20.0;16.0;23.0;90.0;10.0;27.0;6.0;0.0;0.0;0.0;0.0;136579
480;Recife - PCD;out/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);nov/2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;4.0;0.0;0.0;0.0;0.0;21.0;16.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);nov/2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;31096
344;Recife (Lamepe/Itep);nov/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);nov/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);nov/2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;12.0;0.0;0.0;0.0;24.0;16.0;34.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;2.0;;136579
480;Recife - PCD;nov/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);dez/2017;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.0;0.0;5.0;43.0;21.0;0.0;79.0;75.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);dez/2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;142.0;2.0;0.0;17.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31096
344;Recife (Lamepe/Itep);dez/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);dez/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);dez/2017;11.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;108.0;6.0;3.0;34.0;82.0;0.0;40.0;3.0;0.0;0.0;0.0;0.0;136579
480;Recife - PCD;dez/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jan/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;53.0;0.0;0.0;71.0;0.0;7.0;0.0;54.0;45.0;562.0;33.0;7.0;12.0;126.0;0.0;5.0;45.0;0.0;30.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);jan/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;76.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;103.0;370.0;2.0;2.0;40.0;10.0;0.0;91.0;0.0;0.0;0.0;0.0;0.0;31096
344;Recife (Lamepe/Itep);jan/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jan/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jan/2018;0.0;0.0;0.0;0.0;0.0;10.0;0.0;96.0;0.0;234.0;36.0;2.0;2.0;32.0;26.0;12.0;0.0;134.0;304.0;466.0;30.0;8.0;38.0;62.0;24.0;0.0;6.0;0.0;12.0;2.0;0.0;136579
480;Recife - PCD;jan/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);fev/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0;0.0;100.0;171.0;33.0;7.0;115.0;397.0;0.0;339.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;115113
196;Recife (Codecipe / Santo Amaro);fev/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;278.0;0.0;204.0;0.0;62.0;122.0;0.0;0.0;13.0;207.0;110.0;186.0;106.0;0.0;0.0;0.0;0.0;38.0;38.0;0.0;;;;31096
344;Recife (Lamepe/Itep);fev/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);fev/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);fev/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;206.0;54.0;4.0;6.0;21.0;130.0;134.0;12.0;40.0;86.0;116.0;68.0;292.0;0.0;10.0;3.0;14.0;0.0;0.0;2.0;;;;136579
480;Recife - PCD;fev/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mar/2018;7.0;0.0;0.0;0.0;19.0;293.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;85.0;8.0;34.0;83.0;410.0;418.0;96.0;115113
196;Recife (Codecipe / Santo Amaro);mar/2018;84.0;16.0;0.0;6.0;10.0;540.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;164.0;46.0;14.0;18.0;196.0;370.0;135.0;31096
344;Recife (Lamepe/Itep);mar/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mar/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mar/2018;10.0;0.0;6.0;0.0;20.0;138.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;73.0;0.0;0.0;0.0;14.0;0.0;0.0;26.0;20.0;232.0;83.0;0.0;78.0;142.0;240.0;40.0;136579
480;Recife - PCD;mar/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);abr/2018;67.0;419.0;0.0;0.0;8.0;46.0;315.0;829.0;0.0;7.0;278.0;223.0;235.0;50.0;36.0;111.0;37.0;32.0;38.0;179.0;75.0;381.0;590.0;101.0;291.0;32.0;0.0;5.0;13.0;439.0;;115113
196;Recife (Codecipe / Santo Amaro);abr/2018;68.0;137.0;0.0;0.0;98.0;0.0;822.0;139.0;98.0;0.0;550.0;380.0;240.0;6.0;280.0;150.0;38.0;6.0;82.0;280.0;210.0;304.0;574.0;360.0;185.0;0.0;6.0;120.0;11.0;340.0;;31096
344;Recife (Lamepe/Itep);abr/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);abr/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);abr/2018;32.0;240.0;36.0;0.0;10.0;56.0;713.0;180.0;0.0;10.0;410.0;12.0;269.0;114.0;124.0;144.0;42.0;74.0;76.0;213.0;86.0;486.0;601.0;110.0;248.0;20.0;0.0;10.0;10.0;338.0;;136579
480;Recife - PCD;abr/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mai/2018;74.0;33.0;74.0;95.0;37.0;255.0;0.0;0.0;13.0;7.0;0.0;98.0;13.0;11.0;121.0;25.0;145.0;28.0;17.0;0.0;0.0;0.0;0.0;41.0;13.0;91.0;15.0;0.0;8.0;12.0;98.0;115113
196;Recife (Codecipe / Santo Amaro);mai/2018;0.0;0.0;0.0;156.0;92.0;150.0;10.0;0.0;16.0;12.0;20.0;5.0;0.0;0.0;110.0;8.0;212.0;0.0;60.0;0.0;0.0;1.0;0.0;85.0;18.0;0.0;0.0;4.0;4.0;0.0;100.0;31096
344;Recife (Lamepe/Itep);mai/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mai/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mai/2018;6.0;10.0;122.0;74.0;158.0;380.0;2.0;0.0;0.0;12.0;116.0;248.0;16.0;4.0;106.0;56.0;214.0;29.0;5.0;0.0;2.0;2.0;20.0;;151.0;0.0;10.0;32.0;16.0;3.0;37.0;136579
480;Recife - PCD;mai/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jun/2018;0.0;0.0;0.0;5.0;5.0;0.0;117.0;91.0;14.0;0.0;14.0;0.0;0.0;31.0;37.0;32.0;5.0;148.0;14.0;249.0;0.0;0.0;0.0;12.0;122.0;3.0;113.0;103.0;30.0;2.0;;115113
196;Recife (Codecipe / Santo Amaro);jun/2018;0.0;10.0;39.0;0.0;21.0;12.0;134.0;49.0;0.0;0.0;0.0;0.0;0.0;14.0;59.0;0.0;18.0;198.0;59.0;250.0;0.0;16.0;0.0;0.0;78.0;28.0;52.0;40.0;25.0;20.0;;31096
344;Recife (Lamepe/Itep);jun/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jun/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jun/2018;2.0;4.0;95.0;26.0;18.0;4.0;222.0;40.0;0.0;0.0;12.0;0.0;0.0;40.0;19.0;44.0;0.0;238.0;6.0;186.0;4.0;6.0;0.0;;26.0;8.0;118.0;84.0;132.0;2.0;;136579
480;Recife - PCD;jun/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jul/2018;0.0;74.0;69.0;0.0;0.0;16.0;61.0;0.0;6.0;0.0;28.0;92.0;24.0;0.0;0.0;0.0;0.0;90.0;93.0;79.0;80.0;0.0;4.0;10.0;0.0;11.0;27.0;135.0;32.0;0.0;42.0;115113
196;Recife (Codecipe / Santo Amaro);jul/2018;0.0;0.0;54.0;6.0;6.0;0.0;120.0;0.0;0.0;0.0;0.0;28.0;28.0;0.0;0.0;0.0;0.0;100.0;0.0;122.0;10.0;0.0;0.0;0.0;32.0;0.0;68.0;34.0;0.0;0.0;108.0;31096
344;Recife (Lamepe/Itep);jul/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jul/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jul/2018;0.0;89.0;58.0;4.0;0.0;112.0;43.0;0.0;6.0;0.0;18.0;26.0;0.0;6.0;0.0;0.0;32.0;150.0;0.0;80.0;2.0;0.0;4.0;26.0;18.0;36.0;40.0;119.0;0.0;3.0;70.0;136579
480;Recife - PCD;jul/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);ago/2018;119.0;23.0;7.0;0.0;0.0;0.0;26.0;6.0;9.0;53.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;46.0;0.0;0.0;75.0;30.0;0.0;89.0;51.0;37.0;20.0;115113
196;Recife (Codecipe / Santo Amaro);ago/2018;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;18.0;21.0;0.0;16.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;3.0;0.0;22.0;108.0;0.0;0.0;184.0;24.0;100.0;96.0;31096
344;Recife (Lamepe/Itep);ago/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);ago/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);ago/2018;70.0;24.0;0.0;0.0;0.0;0.0;106.0;18.0;32.0;46.0;0.0;8.0;6.0;2.0;0.0;52.0;0.0;0.0;0.0;8.0;68.0;8.0;8.0;0.0;150.0;50.0;6.0;94.0;194.0;58.0;47.0;136579
480;Recife - PCD;ago/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);set/2018;0.0;99.0;22.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;41.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;21.0;3.0;90.0;0.0;0.0;31.0;0.0;0.0;0.0;9.0;40.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);set/2018;6.0;198.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;;31096
344;Recife (Lamepe/Itep);set/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);set/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);set/2018;0.0;189.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;4.0;0.0;0.0;4.0;60.0;14.0;8.0;30.0;10.0;26.0;0.0;0.0;8.0;2.0;0.0;0.0;70.0;36.0;0.0;;136579
480;Recife - PCD;set/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);out/2018;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;115113
196;Recife (Codecipe / Santo Amaro);out/2018;0.0;0.0;0.0;18.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;31096
344;Recife (Lamepe/Itep);out/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);out/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);out/2018;0.0;0.0;0.0;10.0;0.0;0.0;20.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0;136579
480;Recife - PCD;out/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);nov/2018;0.0;0.0;0.0;0.0;0.0;0.0;;131.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;0.0;;;;;;;;;115113
196;Recife (Codecipe / Santo Amaro);nov/2018;4.0;0.0;0.0;0.0;0.0;0.0;0.0;174.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;;;;;;;;;31096
344;Recife (Lamepe/Itep);nov/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);nov/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);nov/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;14.0;;4.0;0.0;;;;;;;;;136579
480;Recife - PCD;nov/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
